Запрос;Базовая частотность;Точная частотность;Очень точная частотность;Количество слов в запросе;Количество объявлений;Документов найдено;Средняя цена клика;Является топонимом;Является вопросом;Дата выдачи;
"сталь 20х23н18";904;74;63;2;5;23000000;16;0;0;"10.03.2026"
"лист нержавеющий aisi 304 купить";322;73;67;5;5;16000000;110;0;0;"03.05.2026"
"12х18н10т круг";2209;70;11;2;4;23000000;129;0;0;"07.05.2026"
"40х13 лист";423;70;8;2;5;12000;57;0;0;"15.04.2026"
"нержавейка гост";3719;70;61;2;0;55000;4;0;0;"08.05.2026"
"нержавеющая шпилька";3040;70;4;2;2;21000;21;0;0;"06.05.2026"
"сталь aisi 420";692;69;60;3;1;9000000;5;0;0;"12.02.2026"
"плотность aisi 304";209;68;40;3;0;162000;4;0;0;"10.03.2026"
"дуплекс купить";2202;66;20;2;2;1000000;62;0;0;"09.03.2026"
"шлифовка нержавейки";585;65;65;2;3;1000000;50;0;0;"10.04.2026"
"фланцы нержавеющие";6152;64;53;2;5;6000000;100;0;0;"14.02.2026"
"aisi 304 гост";1890;64;61;3;1;1000000;6;0;0;"20.05.2026"
"сталь aisi 321";1007;63;56;3;1;8000;7;0;0;"08.05.2026"
"полоса из нержавейки";593;63;63;3;2;12000;23;1;0;"10.04.2026"
"12х18н10т состав";725;61;52;2;0;3000000;7;0;0;"20.05.2026"
"нержавейка aisi 430";936;60;39;3;0;1000000;17;0;0;"21.02.2026"
"нержавеющая проволока купить";1211;60;8;3;1;14000;51;0;0;"13.04.2026"
"нержавеющая сталь цена";8373;60;56;3;6;14000;20;0;0;"20.04.2026"
"aisi 430 аналог";454;59;46;3;0;921000;6;0;0;"23.02.2026"
"08х18н10 аналог";371;59;55;2;1;3000000;6;0;0;"16.02.2026"
"aisi 321 характеристики";158;59;59;3;4;5000;6;0;0;"01.05.2026"
"болты нержавеющие";6769;58;17;2;5;18000;24;0;0;"12.04.2026"
"жаропрочная нержавейка";598;57;51;2;1;14000;22;0;0;"05.04.2026"
"швеллер нержавеющий";603;57;51;2;2;17000;48;0;0;"28.04.2026"
"перила нержавеющие";6180;56;11;2;2;2000000;74;0;0;"12.03.2026"
"лист нержавейки цена";4525;56;53;3;4;0;15;0;0;"10.04.2026"
"химический состав aisi 304";83;55;7;4;0;362000;9;0;0;"03.05.2026"
"лист нержавеющий шлифованный";347;55;41;3;3;16000;31;0;0;"20.05.2026"
"круг нержавеющий 12х18н10т купить";95;55;29;4;0;3000000;132;0;0;"10.02.2026"
"нержавейка жаропрочная";578;54;13;2;2;18000;25;0;0;"26.03.2026"
"метизы нержавеющие";572;54;26;2;0;18000;68;0;0;"23.04.2026"
"нержавеющий квадрат";809;53;3;2;1;17000;68;0;0;"29.04.2026"
"ферритная сталь";1297;52;50;2;1;2000000;3;0;0;"13.02.2026"
"лист из нержавейки";1940;52;52;3;3;19000;24;1;0;"18.05.2026"
"проволока нержавеющая купить";1166;50;36;3;1;19000;52;0;0;"11.04.2026"
"сталь 06хн28мдт";522;50;46;2;3;5000;57;0;0;"20.05.2026"
"виды нержавейки";938;49;49;2;0;626000;4;0;0;"05.04.2026"
"20х13 лист";400;48;8;2;2;19000000;61;0;0;"03.05.2026"
"20х13 аналог";308;48;37;2;2;6000;6;0;0;"11.04.2026"
"отводы нержавеющие aisi 304";532;48;46;4;6;15000;133;0;0;"05.05.2026"
"проволока из нержавейки";728;46;46;3;1;936000;29;1;0;"18.02.2026"
"круг нержавеющий гост";266;46;34;3;0;818000;10;0;0;"23.02.2026"
"купить уголок нержавеющий";605;45;2;3;3;20000;43;0;0;"17.05.2026"
"aisi 304 купить";2756;44;38;3;0;15000;64;0;0;"18.05.2026"
"сварочная нержавеющая проволока";968;44;4;3;1;8000000;17;0;0;"05.05.2026"
"твердость aisi 304";184;43;13;3;1;32000;2;0;0;"24.02.2026"
"лист нержавеющий гост";693;42;28;3;1;1000000;22;0;0;"18.02.2026"
"40х13 аналог";333;42;28;2;0;7000;2;0;0;"08.05.2026"
"нержавеющий лист гост";723;42;3;3;1;1000000;21;0;0;"30.04.2026"
"aisi 321 труба";821;41;25;3;7;15000;40;0;0;"25.03.2026"
"нержавеющая труба aisi 304";2452;40;1;4;2;14000;96;0;0;"09.04.2026"
"aisi 316 труба";1054;40;4;3;0;14000;82;0;0;"20.05.2026"
"труба квадратная нержавеющая";728;38;26;3;1;9000000;29;0;0;"07.05.2026"
"нержавеющий болт";7494;38;5;2;6;21000;22;0;0;"29.04.2026"
"нержавеющая фольга";439;38;13;2;1;21000;49;0;0;"14.04.2026"
"03х17н14м2";192;37;37;1;1;26000000;11;0;0;"21.02.2026"
"вес листа нержавейки";1004;36;36;3;3;6000;8;0;0;"02.05.2026"
"удельный вес нержавейки";97;35;35;3;0;200000;1;0;0;"17.02.2026"
"нержавейка 08х18н10";207;35;14;2;2;6000;15;0;0;"20.05.2026"
"лента нержавеющая купить";334;35;19;3;1;19000;76;0;0;"05.05.2026"
"полировка нержавеющей стали";1244;34;34;3;1;2000000;56;0;0;"17.02.2026"
"лист нержавеющий цена";798;33;9;3;0;15000000;28;0;0;"23.02.2026"
"08х17";399;33;33;1;1;11000;10;0;0;"17.05.2026"
"шестигранник нержавеющий";1540;33;32;2;1;7000000;27;0;0;"23.03.2026"
"полоса нержавеющая aisi 304";238;32;32;4;1;14000;57;0;0;"07.05.2026"
"труба нержавеющая купить в екатеринбурге";111;32;31;5;1;10000;65;1;0;"03.05.2026"
"20х23н18 лист";259;32;7;2;0;14000;52;0;0;"07.05.2026"
"фольга нержавеющая";323;32;22;2;0;19000;36;0;0;"25.04.2026"
"40х13 круг";432;31;2;2;1;3000000;67;0;0;"19.02.2026"
"aisi 201 аналог";134;31;26;3;0;869000;3;0;0;"16.02.2026"
"30х13 гост";502;31;26;2;0;2000000;0;0;0;"15.02.2026"
"сталь 40х13 купить";194;31;13;3;2;20000;20;0;0;"13.04.2026"
"круг нержавеющий купить";384;31;11;3;0;17000;89;0;0;"07.05.2026"
"купить нержавеющий круг";384;31;2;3;1;18000;89;0;0;"17.05.2026"
"труба нержавеющая aisi 304 купить";179;31;30;5;2;19000;111;0;0;"04.05.2026"
"купить круг нержавеющий";384;31;17;3;1;21000;89;0;0;"17.05.2026"
"лист нержавеющий зеркальный";525;31;15;3;0;19000;26;0;0;"19.05.2026"
"aisi 321 лист";402;30;1;3;0;1000000;45;0;0;"18.03.2026"
"декоративный нержавеющий лист";197;29;3;3;0;11000000;31;0;0;"22.02.2026"
"08х18н10 труба";1144;28;9;2;1;16000;48;0;0;"11.04.2026"
"отводы нержавеющие 12х18н10т";498;28;28;3;6;24000000;120;0;0;"21.04.2026"
"aisi 430 лист";1532;28;1;3;1;16000;21;0;0;"09.04.2026"
"лист нержавеющий матовый";423;28;21;3;0;18000;38;0;0;"20.05.2026"
"нержавеющий лист aisi 304";1582;27;6;4;5;10000000;57;0;0;"06.05.2026"
"сталь aisi 316l";1562;27;23;3;1;10000;10;0;0;"10.04.2026"
"нержавеющий лист цена";837;27;15;3;3;14000000;25;0;0;"01.05.2026"
"12х18н10т купить";3536;27;23;2;4;15000;57;0;0;"07.05.2026"
"купить фланцы нержавеющие";509;27;5;3;7;19000;116;0;0;"18.05.2026"
"расшифровка aisi 304";174;27;1;3;1;124000;3;0;0;"20.05.2026"
"лист нержавейки 1мм";487;27;27;3;4;0;44;0;0;"02.04.2026"
"нержавеющая труба 12х18н10т";2342;26;5;3;0;24000000;75;0;0;"20.02.2026"
"aisi 420 аналог";221;26;21;3;0;9000;2;0;0;"02.04.2026"
"лист нержавеющий aisi 304";1531;26;16;4;1;14000;54;0;0;"01.04.2026"
"труба профильная нержавеющая купить";289;26;21;4;1;24000;39;0;0;"01.05.2026"
"труба нержавеющая 20х2";86;26;25;3;2;24000000;15;0;0;"21.03.2026"
"лист нержавейки гост";282;26;26;3;1;272000;10;0;0;"30.04.2026"
"20х23н18 аналог";264;26;22;2;3;5000;9;0;0;"26.03.2026"
"нержавеющие перила";6310;25;15;2;1;14000;49;0;0;"21.02.2026"
"нержавеющий металлопрокат купить";112;25;15;3;1;14000000;73;0;0;"25.02.2026"
"aisi 430 состав";81;25;21;3;1;5000;1;0;0;"04.04.2026"
"нержавейка декоративная";961;25;6;2;1;19000;40;0;0;"18.05.2026"
"труба профильная нержавеющая гост";100;25;17;4;3;10000000;12;0;0;"29.04.2026"
"лист нержавеющий 1 мм";666;24;18;4;1;18000;41;0;0;"08.05.2026"
"отводы нержавеющие купить";479;24;7;3;6;20000;107;0;0;"04.04.2026"
"нержавейка круг";2957;24;8;2;1;11000;30;0;0;"09.04.2026"
"купить болты нержавеющие";804;24;2;3;2;15000000;49;0;0;"19.03.2026"
"швеллер нержавеющий купить";66;23;22;3;0;1000000;45;0;0;"23.02.2026"
"20х13 круг";538;23;4;2;1;15000;73;0;0;"03.05.2026"
"12х18н10т цена";2560;23;16;2;0;16000;29;0;0;"03.05.2026"
"труба профильная нержавеющая 20х20";76;23;23;4;8;19000000;39;0;0;"01.05.2026"
"нержавеющие отводы купить";475;23;9;3;5;12000000;121;0;0;"26.03.2026"
"aisi 316l круг";161;23;3;3;1;1000000;60;0;0;"11.02.2026"
"30х13 аналог";96;23;19;2;0;8000;2;0;0;"29.04.2026"
"aisi 316 состав";129;22;17;3;1;483000;4;0;0;"19.02.2026"
"электроды для нержавейки купить";365;22;11;4;3;1000000;9;0;0;"10.03.2026"
"нержавеющие подшипники";1270;22;13;2;2;25000;40;0;0;"04.04.2026"
"труба нержавеющая купить в воронеже";56;22;14;5;1;13000000;73;1;0;"03.04.2026"
"06хн28мдт труба";199;22;4;2;3;11000;35;0;0;"07.04.2026"
"нержавейка 20х13";239;22;15;2;0;19000000;16;0;0;"07.05.2026"
"резка нержавейки лазером";231;22;21;3;0;985000;115;0;0;"17.05.2026"
"лист нержавеющий aisi 430";602;22;20;4;0;0;52;0;0;"14.02.2026"
"20х23н18 гост";268;22;19;2;1;2000000;5;0;0;"12.02.2026"
"жаростойкая нержавейка";210;21;15;2;1;5000000;17;0;0;"17.05.2026"
"aisi 316 характеристики";175;21;21;3;1;6000;0;0;0;"03.05.2026"
"40х13 купить";514;21;18;2;0;21000000;32;0;0;"28.04.2026"
"нержавейка 2 мм лист";2174;20;0;4;4;3000000;21;0;0;"18.02.2026"
"06хн28мдт аналог";166;20;18;2;0;3000000;32;0;0;"23.02.2026"
"сталь 12х18н10т купить";452;20;11;3;1;4000000;94;0;0;"18.02.2026"
"калькулятор веса нержавейки";229;20;20;3;2;328000;4;0;0;"08.03.2026"
"сталь дуплекс";178;20;4;2;0;9000;11;0;0;"01.04.2026"
"лист нержавеющий 2 мм";644;20;12;4;1;25000000;42;0;0;"19.02.2026"
"труба прямоугольная нержавеющая";321;20;8;3;2;18000;20;0;0;"10.04.2026"
"круг нержавеющий aisi 304";161;19;18;4;1;11000000;68;0;0;"17.02.2026"
"лист нержавеющий купить в челябинске";29;19;19;5;1;14000000;30;1;0;"15.02.2026"
"aisi 321 состав";151;19;18;3;0;386000;1;0;0;"17.05.2026"
"aisi 316 гост";271;19;18;3;2;937000;3;0;0;"02.05.2026"
"подшипники нержавеющие";1242;19;5;2;5;18000;43;0;0;"06.05.2026"
"уголок нержавеющий купить";610;19;6;3;0;23000;47;0;0;"09.04.2026"
"труба нержавеющая 12х18н10т купить";168;18;18;4;2;24000000;121;0;0;"11.04.2026"
"нержавейка швеллер";409;18;1;2;0;0;14;0;0;"16.02.2026"
"электроды нержавеющие";2532;18;9;2;0;10000;1;0;0;"20.05.2026"
"рулон нержавеющий";888;18;18;2;0;14000;60;0;0;"08.04.2026"
"лента из нержавейки";432;17;17;3;1;5000000;48;1;0;"19.02.2026"
"20х23н18 круг";213;17;6;2;0;23000000;70;0;0;"22.02.2026"
"06хн28мдт круг";146;17;4;2;3;3000000;92;0;0;"17.02.2026"
"кислотостойкая нержавейка";90;17;12;2;1;12000;7;0;0;"11.04.2026"
"сталь aisi 410";181;17;15;3;2;12000;1;0;0;"30.04.2026"
"20х23н18 характеристики";196;17;17;2;1;2000;1;0;0;"20.05.2026"
"винты нержавеющие";4880;17;5;2;8;11000;12;0;0;"08.05.2026"
"aisi 440";92;17;17;2;1;8000;0;0;0;"11.04.2026"
"aisi 321 купить";374;17;15;3;2;17000;42;0;0;"05.04.2026"
"лист нержавейки 4мм";248;17;17;3;2;20000;17;0;0;"04.05.2026"
"труба нержавеющая купить челябинск";92;17;16;4;4;12000000;53;1;0;"21.04.2026"
"нержавейка aisi 201";240;17;17;3;1;728000;13;0;0;"01.05.2026"
"12х13 гост";185;16;15;2;1;0;0;0;0;"17.02.2026"
"труба нержавеющая купить в перми";57;16;16;5;2;0;30;1;0;"13.04.2026"
"aisi 310s аналог";215;16;13;3;0;1000000;5;0;0;"20.02.2026"
"труба нержавеющая 12х18н10т";2156;16;13;3;2;21000;59;0;0;"15.04.2026"
"труба нержавеющая купить в москве";124;16;15;5;0;8000;81;1;0;"08.05.2026"
"фланцы нержавеющие купить";420;16;12;3;1;20000;97;0;0;"17.05.2026"
"труба нержавеющая купить в красноярске";55;16;16;5;0;11000;100;1;0;"02.05.2026"
"aisi 304 это какая сталь";34;16;12;5;1;6000;0;0;1;"13.04.2026"
"полоса нержавеющая купить";360;16;11;3;2;19000;42;0;0;"05.05.2026"
"08х18н10 характеристики";119;16;15;2;1;5000;0;0;0;"15.04.2026"
"aisi 316l труба";783;15;1;3;3;1000000;46;0;0;"10.03.2026"
"труба нержавейки";64230;15;15;2;5;13000;2;0;0;"30.04.2026"
"20х23н18 купить";204;15;15;2;0;20000;59;0;0;"01.05.2026"
"aisi 310s характеристики";73;15;15;3;0;811000;1;0;0;"18.02.2026"
"лист нержавейки 2мм";1041;15;15;3;6;15000;28;0;0;"27.04.2026"
"сталь 08х17";85;15;14;2;3;4000;3;0;0;"05.05.2026"
"aisi 316 лист";386;15;6;3;1;15000;22;0;0;"17.05.2026"
"штрипс нержавеющий";139;15;13;2;2;11000;114;0;0;"01.05.2026"
"aisi 321 гост";336;15;15;3;2;839000;8;0;0;"02.05.2026"
"aisi 316 купить";877;15;15;3;1;20000;17;0;0;"17.05.2026"
"aisi 316l состав";96;15;12;3;0;9000;1;0;0;"05.04.2026"
"нержавейка 40х13";171;15;10;2;1;18000000;12;0;0;"01.05.2026"
"06хн28мдт гост";250;15;15;2;1;3000000;24;0;0;"04.05.2026"
"купить электроды для нержавейки";361;14;4;4;6;14000000;12;0;0;"19.02.2026"
"нержавейка для морской воды";34;14;14;4;0;8000000;2;0;0;"16.03.2026"
"пруток нержавеющий купить";529;14;10;3;2;23000;43;0;0;"01.04.2026"
"труба нержавеющая купить в новосибирске";87;14;14;5;2;15000000;45;1;0;"03.03.2026"
"болты нержавеющие купить";811;14;8;3;1;15000;55;0;0;"20.05.2026"
"лист нержавеющий купить в екатеринбурге";74;14;13;5;2;9000;52;1;0;"21.04.2026"
"пруток нержавеющий 12мм";35;14;14;3;2;19000;22;0;0;"06.05.2026"
"40х13 характеристики";907;14;14;2;0;5000;1;0;0;"20.05.2026"
"aisi 304l аналог";109;13;13;3;0;1000000;6;0;0;"14.02.2026"
"aisi 316l купить";317;13;10;3;1;2000000;47;0;0;"14.02.2026"
"aisi 316ti аналог";123;13;11;3;0;9000;1;0;0;"13.04.2026"
"нержавейка для пищевой промышленности";78;13;13;4;3;1000000;7;0;0;"22.03.2026"
"лист нержавейки 3мм";499;13;13;3;1;23000;24;0;0;"01.05.2026"
"aisi 904l характеристики";14;13;13;3;1;8000;2;0;0;"14.04.2026"
"круг нержавеющий 12х18н10т";285;13;10;3;1;25000000;45;0;0;"10.02.2026"
"08х18н10 состав";102;13;11;2;1;3000000;1;0;0;"17.05.2026"
"гибка нержавейки";2372;13;13;2;14;1000000;102;0;0;"08.05.2026"
"20х13 купить";423;13;12;2;1;22000000;46;0;0;"07.05.2026"
"лист нержавейки 5мм";302;13;13;3;1;23000000;8;0;0;"15.02.2026"
"проволока нержавеющая 12х18н10т";356;13;13;3;0;3000000;30;0;0;"02.02.2026"
"шайбы нержавеющие";3509;12;10;2;1;813000;16;0;0;"01.02.2026"
"лист нержавеющий купить в москве";48;12;9;5;1;17000000;169;1;0;"21.02.2026"
"aisi 321 или 304";110;12;6;4;0;135000;1;0;0;"11.02.2026"
"нержавейка в рулонах";159;12;12;3;9;20000;11;1;0;"08.05.2026"
"нержавеющая труба цена";1496;12;7;3;3;18000;18;0;0;"10.04.2026"
"резка нержавейки";1720;12;12;2;8;1000000;115;0;0;"07.05.2026"
"12х13 аналог";54;12;10;2;1;2000000;2;0;0;"24.02.2026"
"нержавейка цена за тонну";110;12;11;4;0;18000;14;0;0;"07.05.2026"
"сталь 03х17н14м2";84;12;12;2;1;10000;2;0;0;"04.04.2026"
"нержавейка оптом";488;12;12;2;0;20000;72;0;0;"20.05.2026"
"40х13 применение";50;11;11;2;0;2000000;0;0;0;"18.02.2026"
"переходы нержавеющие";2341;11;8;2;3;26000;78;0;0;"11.04.2026"
"отводы нержавеющие гост";573;11;8;3;3;888000;18;0;0;"17.02.2026"
"полоса нержавеющая гост";76;11;8;3;1;928000;7;0;0;"13.02.2026"
